,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,average_cadence,average_watts,max_watts,weighted_average_watts,kilojoules,device_watts,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state
59,2,Morning Run,12877.7,4027,4242,109.0,Run,Run,,8047010618,2022-10-31T10:20:35Z,2022-10-31T06:20:35Z,(GMT-05:00) America/New_York,-14400.0,,,United States,0,6,0,1,0,False,False,False,False,everyone,False,,"[41.68732929043472, -73.89590836130083]","[41.68736097402871, -73.89592168852687]",3.198,5.3,84.9,253.1,586.0,251.0,1019.4,True,True,149.5,166.0,False,True,64.0,39.0,8611921498,8611921498,447539951377088512.fit,False,0,0,False,24403919,1,a8047010618,w{l}Ftw_bM^B~@OV[Ja@NGH@RRTr@l@nCZX`@VRFTSDOFa@?w@P[LILAJFRRTLJ?TGb@e@Tu@Ta@b@k@f@_@DG@IEGq@Sq@e@QQKa@EaBEUKUMOg@We@M]Aw@RUCGKEa@B}AG{BBk@Ls@?c@MS}@[[WKSSgAOS[Q{A_@}@K]Je@p@QNSDUC_A_@u@a@o@k@c@k@WQ}BmAUAGDEH?`@XfB@`@E\Ih@W|@UhABh@R`BA\e@rAWbAgA|E[bASd@e@l@OZa@bBK`AGZGJWRIN_@fCS`Ce@bDg@tEOx@K|@s@tAIZOLiCl@u@X_Ej@iAXk@ZcAFmBA{AQIBGHCLGlAKn@CtAOz@SnDYzAMpBWzBGz@SbAk@dF_@bCUdCSfAK^Ex@QfBk@fDKxAQp@Ep@q@hBUfAQb@cAnDm@rAW`Ai@bBm@dAUj@Kx@Q^Mh@c@~@QnAW`@Yt@CNEn@o@`Ce@~Bs@lCk@zCaAlCIfASpAC`A@j@GbAYrC]bA]dBm@zAIj@Wv@K~@[p@m@hAy@`C_@pAEt@GXyAvD@JVNp@L`Ad@`AJt@Pn@^`A^t@Rj@D~@j@h@j@j@`@d@d@f@Vb@^XL^Ld@@b@IPQf@m@Lc@@w@EgA?cAJgAAeAHmAAy@BmABKTk@FUVwBBi@N}@?q@@MPqAP}@J[RUZS`CmAXUr@U|A_Ab@]v@]tCeBnK{F`BcA|DqBpB}@`BiAjDcGVo@lAkBrBsDnByDt@{@zC_D^k@Xw@lA}Db@mBZeB`@wArBsJ|BgJX{A~@}DRoAr@qCr@mDtA}FNe@N[RQHCbB?v@WVEpDQrCGfBPxA\@DI@M?cCi@`D\PF@DCDG?uB_@{@AGGAG@GHAvBNbAVDD?FEBsAS}AIICEG?EDE\@lAL`ANHDBF?FM@cDc@KMBEF?`CVv@P@BADQ@oDc@IINCfCPVHHF@FCDG?kB]s@COI@EFAt@BdAPh@NHF@FK@_@KqBYgCK{CLsGd@ODo@j@MX[xAELIFK?aBq@w@k@aAk@wBiD}Ao@qAq@IK[w@Ww@oAiDSWa@WS]WeBWk@UkAGg@Ag@@MPQbBk@~Ao@hAUVKPQBK?a@YwE,2
60,2,Morning Run,20934.5,5941,6458,149.0,Run,Run,,8042208252,2022-10-30T10:30:22Z,2022-10-30T06:30:22Z,(GMT-05:00) America/New_York,-14400.0,,,United States,2,9,0,1,0,False,False,False,False,everyone,False,,"[41.6872713714838, -73.89590031467378]","[41.68698429130018, -73.89585664495826]",3.524,5.3,85.7,279.3,485.0,279.0,1659.5,True,True,155.2,179.0,False,True,96.0,29.0,8606281035,8606281035,447517471249825792.fit,False,0,0,False,24403919,1,a8042208252,o{l}Fvw_bMxAITUPm@NEHBNVTt@f@`Cf@p@XPPGNQPy@Dk@`@u@JEHBd@h@`@@d@_@`AmBt@q@HOMQ_B_AMMIa@IqB[i@g@Yq@M[?o@VSGGKAa@DuAGoAAw@B[N_AAYS[}@_@YYKWGs@U_@eBg@qAQ_@Dq@v@_@NWEiAe@}@m@cAkAuBqAu@W_BOYMYe@WuAUa@kAa@yAYk@Ai@FICI[Gs@Ws@?s@OD[XUDiE?UEOW_@_CsAkFa@aDKSm@BmA`@mCl@sGhAqAPqBh@mCV}CAaCMsD_@oEU{E]mCCkCPoCd@gEnAwAl@mEvCcC|BeC~CiDrGu@`BkApB_BhDe@t@cDzG{E~Is@~AY`@Wv@e@f@mFtKiBfDk@tA{ErIiAdCu@nCaAnF_@xGCpDDzAd@|Eb@rDXdBrAlKzCdT`@dDZjB\r@FRATTxACR@r@h@vDx@pE\xAn@rBpBfGvCrInEnOx@`C|@dBfBhGlAzF`@bFLtEEtM@dEIbTBtLGfOAh\EdBAvKEtDFrEE|CApCDnCC`Hf@hLX`DHfB@~@KnCIpA]tB[lAk@xAcApASd@i@d@kAbB}@`Aa@ZOr@IN_@PeAvAs@l@{C~DeCbC|@o@x@eA^o@`AaAdD}Dx@iA^QRS`C}C`CsDv@eBLe@d@kCRmBDyCAsAE_AYmCS_DUwEGsDFgBF_@XIj@J`@PREb@kAh@}@fBaCdEeFjAqAz@s@rBcAfB]lBAtBVhDbAdB^d@OLQFU\mHb@_Gj@kMx@qNJcDj@gKJoC?_@HaADkA?qCEs@i@eHIy@I]K}ACcA_@qAQ_B_AoDa@sBa@_DwAsIKaCUi@k@WII?]p@mDd@cAR}ANs@lAkDz@{Df@iBz@oBZwAdB}F`@wEHiCHiATkA`BuG|AeHzAcF~EaOVQrC[HEDKDkE\}AB{CFiA|A}Mt@oFnCaVd@aDj@_IDMTKnDHpAKfDy@n@Yx@IxFyAJAf@TL?JEZg@JGxCo@|Bw@JAd@RZ?FIRs@XYnE}AHBDHDz@h@xAZpBT\f@^PVb@rAzArDh@f@zGxCXRFLA^Ub@OJ]CwCuAkDmAc@EcAn@g@Dc@MQ]GSASBg@Rq@d@q@HGb@El@k@P]?OgAqCm@a@KOWsBi@iAQm@KwALSdAi@rB{@|Ac@b@UDWIiC,2
61,2,Afternoon Run,10385.4,3234,3234,66.0,Run,Run,,8039251698,2022-10-29T20:55:55Z,2022-10-29T16:55:55Z,(GMT-05:00) America/New_York,-14400.0,,,United States,0,8,0,1,0,False,False,False,False,everyone,False,,"[41.68737379834056, -73.89574374072254]","[41.68709769845009, -73.8958683796227]",3.211,6.4,84.0,254.6,471.0,257.0,823.3,True,True,149.8,176.0,False,True,58.0,42.0,8602936068,8602936068,447503477432680448.fit,False,0,0,False,24403919,1,a8039251698,yem}Ftd`bMCVH`AANIXe@f@AHZlADj@t@pBLhAHZFHh@^NRTx@Vd@Rn@f@bA^fAVZLJnAd@xAv@ZRbBt@NRBLM~@BHFDzAl@d@T^NH@HCDIPy@Zc@FMb@qCt@uCbAwEjBgHP}@\qARcAl@kB\oAn@iC\eBHYHIJE`@Gv@C~CFnA@t@Ih@KVATFTHhA~@ZF\ATDPRj@jBPNJ@`@AnAInASh@EHCDGBKQqCCMGIIEWAIEEKAMKmH@yBDUHQX]XSPIJAl@F\CHGf@i@f@QXAVHJCTUFC`@Ct@@`BRZBjBK|@Bn@At@K`A?RLX^Pd@Nd@LVr@d@VLJ@JAFELUJIf@O`@Ub@?PEf@]TGR@lAj@hAP^L~@x@h@l@bAhAx@nAt@^XXX`@Xp@NTz@j@bBz@p@b@ZXr@x@dA~Ad@f@p@b@bA`@^VNVBNBdAAr@Gd@y@fCQRKDS@KAWIcBaAuAq@cAYu@[eCq@qBu@gDwA_@M[CU?UBYHy@\YHeATcBTcAByAE_@DUH}@f@k@Jm@@{@MmAIm@I_CIe@DcAR_Dd@qANIAUOSi@G[KuBQ_BESMSSMUAkBR_@FEA@EVEv@?`@Gn@CTBRNJXNpBZtCHXFHRHT?j@SnAOj@KnD]HCDGAGg@Ns@LoEj@{@PY?KCSOQi@a@kFK]QQUGc@?yANk@Jw@FWEIEOU_@}AMSGEICm@@]GQIaAk@a@MU@}ARyBBm@C{AAa@B]NOPWvA_@hBmA|Eu@jCq@xCm@dCkDxN]lBc@jBMb@EFI@WKw@k@}BmAGIAMHs@CMGKSOkBs@o@m@CGh@oCJ_ALi@HUBM?k@B]Pe@NSTKJAXBfBz@t@f@PPJX?\En@KZOXSLK@YGgDaBUUCKCUDs@Ne@LUHIVGX@zBdAn@b@NXBL@\Gh@Od@YVSDKAiD_B[IKAIBGFKh@KXQNo@^GHKVKj@EHG@WEUMKGOWK_@_@eAo@yAc@uASYe@UQYI]I_Ae@iAQk@CKM{ABMFItCkApC{@RMFIFa@MgC,2
62,2,Afternoon Run,13511.0,3942,5127,32.0,Run,Run,,8034655678,2022-10-28T17:28:24Z,2022-10-28T13:28:24Z,(GMT-05:00) America/New_York,-14400.0,,,United States,3,2,0,1,0,False,False,False,False,everyone,False,,"[41.685810992494226, -73.90195665881038]","[41.689557703211904, -73.89791163615882]",3.427,7.1,82.9,260.0,508.0,269.0,1024.9,True,True,158.7,193.0,False,True,64.0,53.0,8597702775,8597702775,447485239124590593.fit,False,0,0,False,24403919,1,a8034655678,ssl}FbfabMZNHR@VIn@DP~CrAR?LSz@mFTq@^WJQVwAbEuP`C{IfAcFLWZOf@ElBFdD@~AQX?ZJnAx@\Hf@APFNVh@dBJNNFz@?~Cc@b@DRPJ\^~EHd@LXXRN?jBg@dAQhEa@nCLrB^d@@t@IbBw@rBDLCmCBWFcAf@{@LgDg@aDEiFr@wAZ]@YMQYKi@SsCQgAK]UQc@E_CVmABUCMGMUa@{AMSQGa@AYIqAq@_@Kg@@{AZmFIgAHYPKVeAnFcBjGc@pBeDvMM`@_@l@Sl@mBhIMRMB]GoAw@eB}@[a@c@oAS_@{@m@}@]MUB[H_@NYNOtHM\GTWJc@?g@Og@US_DoAe@HSRIRCV?d@FTPVfDxAT?RGPQJ[DSAa@I[IQUOwCmAQ?UFY^GRCb@F^LVRPpChATBTEPMLUF]?]E]OWSOwCkAe@DKHOVI\?^F\NXLHvClAV@RGPQHQH]?WCSKYWYsCiAWCUDKHQVGTAXFj@V^`DpAGARBTCXSLYD_@Ek@KUQQqCkAWEUBOHORIVCZBZFXRVzCnANBVAPMNSHY?m@GYMUSM}CmAS@UJORITCZB`@HVNRvCnARDVARMNUH[?m@IYMSyCqA_@GSBQNMRG\AXDZLXPPpCjARBVAPMNUH[@]CYISKOoDyAU@SJOTITCZBZFXNRjDvAR?TKT[FY@[E[IWOQgDsAQ?WJSXIVAZBXFVTVvCnAPBTARMLQJ[@YC_@IUMQyCqAUEUBOFMNM\C`@BVJZLNpClAZHRAXOJSHY@[C[KWOQyCqAUCQ@WNKRGVCXBXFVPVjDtAZCRMLWHa@?YEWIQMQwCoAWEYBQLMVGRAXBXHZNRhDtAT?VONSHY@]CYIWOQkDwAQ?WLMPKVCZ@ZFVRX|CpANBTAPKNSHWB[A[IYMQwCqAYGS@SJORIZCTB^HXNRhDtAZAPMNSH[@]CYIUMQ}CsASCO@WLMPIXCZBZHVLRfDvA^AZWL]B_@Ea@M]SQ{CmAS?SFQNMZET@^FZLTPL|ClATAZOLWH]Eq@IWQSwCmAa@CSHONKVEZ@XDXX`@tClATDVCPKLUH_@Aq@KYQSyCmAQCWBQLMRIZATB\JXLPjDtAR?PIPSJ]BOAa@I[OUkDwAS?UJOPKXCV@XFZLTPLvCjAb@AXUJYD]Ca@Oc@QOsCkA]C]NUb@EZ@XDVHPRRvClAX@TI_FaBDJCEoB`C[TIPUt@S@k@YU[_AoCiAsCc@YOY]oB[o@Oq@e@oCi@s@EiAEs@EOME,2
63,2,Morning Run,14510.4,3842,4506,76.0,Run,Run,,8021658155,2022-10-26T10:32:25Z,2022-10-26T06:32:25Z,(GMT-05:00) America/New_York,-14400.0,,,United States,0,3,0,1,0,False,False,False,False,everyone,False,,"[41.687380503863096, -73.89593677595258]","[41.68748770840466, -73.89476666226983]",3.777,5.9,85.2,298.1,417.0,300.0,1145.2,True,True,159.1,182.0,False,True,68.0,39.0,8583029327,8583029327,447424219188330496.fit,False,0,0,False,24403919,1,a8021658155,e|l}Fvw_bMb@G^?RCPENIHQDMB_@Ck@Ks@BWp@sANIZAPGTONYNeAJqBGeEBg@J}@CUEIOMq@UWUQa@Ii@GWMQOKcCc@e@CI@QJo@x@SDUA_A[w@c@_@[_AaAsAcAo@]SGUE_@Ck@BUEIESSMUGYMgAEKMSe@QqCe@a@?e@DIAIGCMGo@Qe@I[A]BWAEG@c@^UDkCBw@ASEGGMYw@yD_@wAm@eDKiAIUIAI?y@XaBb@kIdBs@Tk@FkAP{@TyALsA@sCG_CQqBIeAIw@MaCMeCSmACyBBo@AeCP_Ej@gA^_@RcBr@iCtAoAx@s@h@y@z@wCjDY`@qAdC_AvBiAnB}@dBmCzFgBrCkA`Ce@bAa@x@m@pAaCfE}@rB_@h@}@xA[t@o@`B]l@Yv@k@lAoCzEaBfDkB`DmAnCmAxD_@`BWdBW|DKlAAdDJtCFx@r@nGp@lF`@bCNlATxAnAnKP`Ac@yA_@sCc@_CM}@I_Am@_GgAoIY_DScBCg@A_ABsDJeALkDV}Ar@wC\iBPa@t@kA\s@x@wAX{@f@iAtCkFh@kAz@aB`AyBJa@HUdB}Cd@cAb@o@r@_Bl@_Ab@aAjAgBzBsEl@wAh@_AbAsBhBgD~@iB|@cBz@cB^_AfByCfAyAjC}CvBeBfC_B`CeAzAg@|@W|Cg@pAMh@?j@EZA}DJsB^eB`@yAh@yAp@gB|@cCxAs@j@cAfAiDnEu@hA_@p@[v@{@dBi@nAw@xAs@~@k@dA{AzCq@fAmAhCg@z@g@fAeBjDs@lBrAkCl@uAd@u@\aAr@yAfCwEb@eAd@w@dAqBtA_CjByDbBmC~BeD|BcCxBeBlBgAxCmAj@QnBe@hBY`@EpCKjDCn@PzBB`ALxAFlANtH`@x@BdBA`AIlAYhAGj@It@G~Bm@`Dk@dCw@f@I|@W`@EXGbAs@@@g@l@m@b@GH?LXnBTtAl@tBXlAXxBDHHDL?vAEpBAVGb@UTIRXFVAXMn@ALBXDJJHbA@pATbBd@TNJ^LbAJXTTJFv@JJDHJFLZrBBr@Gl@a@pAKl@Cf@@~@BLLRl@d@JP,2
64,2,Lunch Run,12882.6,3654,3770,98.0,Run,Run,,8017675831,2022-10-25T15:12:46Z,2022-10-25T11:12:46Z,(GMT-05:00) America/New_York,-14400.0,,,United States,0,4,0,1,0,False,False,False,False,everyone,False,,"[41.68729769065976, -73.89608664438128]","[41.687154276296496, -73.89589662663639]",3.526,7.2,84.8,281.6,489.0,282.0,1029.0,True,True,156.9,180.0,False,True,91.0,53.0,8578550234,8578550234,447405329387388928.fit,False,0,0,False,24403919,1,a8017675831,qkm}F~i_bMESAg@I}A@YPc@B[GWQe@OUa@_@GKKk@Ba@R{Ad@uAHk@Ec@Ou@Iq@I[OSICa@HM?KCUQGMK_@McBEMII]K}ASmAUW?c@HKAEIAQBo@RaAIa@?ITcAd@kBBOCGGAIDGJQnAUfAUl@MLy@VO@cAAc@Gi@Cy@?KCGGEMKqAYyAQu@M[o@sCQmAE_ADMHIJEd@I~@]PONYPQjAm@fAs@dAmAfCcCfAeB\c@^w@Vc@Zy@hA_CPq@x@uBlAmFpBkHp@uCvAiF@]GiADa@t@{BV]?Cq@N[Aq@]y@k@mAq@UGI?IFGHSj@OTQLSDcBEeAIc@Gc@MYQi@@_BW_AAcAImBJ]H_@AYCs@Qm@GwBe@c@Mw@MgEw@aBg@WEK?GBEJ@jAMnAKtAGxAAn@D\H^h@z@FHJBJAHEHIXg@l@c@VGd@?l@J`Ab@lA\bARd@@|A@\BXJRRFJH`@FfA?`@Ej@GTEDOJMD}@JkA@u@A]EaDq@]CWDKBGHALT|@P`AFLHHTJjBZTLTTL\J\ZpBBb@AXK|@q@|BQT[N_@DgBEq@@IBIFAJBLN\fBtDlB`D^hAN~@v@tJ@p@Gp@GHaAFcDx@gBXaAVsDn@m@Fi@Jc@L_@RWFuAHwB@_FSeAI{@M{@KiBIu@Io@?w@K}@C_AIo@CyCB}BTmAN{@PgA`@yAb@sBv@i@XgBhA_BjAsArAiAnAuAjB_AbBq@~AcAtBeCrEm@pAy@lAKRE\EHg@p@mAxB{AfDeAjBy@lB_AzAGLzCkFf@w@v@kBp@w@NWpAkDnAyBfBuCbB{DrA{BzAwCb@o@rBmCpCcCx@w@zA}@|@YdCoAp@WvCq@fB]fAExCD|APnCBv@FdBFh@HhGd@rB@t@BVCv@?v@IfAQf@M`AMjCc@lAYxAk@fCc@zAOlA[T?HBHHDNPvB\dBf@zARz@N`ANrAFXFBL?hCIfAAPEZULCJ@HHBRUfAHJR~@DJFDpALhA?nBZJHFLVtAN^FLVLL@h@AZ?~@RxA|@d@d@b@r@XZn@b@v@\h@HL?PCPKl@s@TMZ@`BZd@DRFRRFNNhALZbBdADJ?P]tAEh@?h@J~AA`@IdAUvAGPIPc@\UHWFIDIJi@zAAP?RJn@Cb@I^OXGH[H]@,2
65,2,Morning Run,11267.3,3465,3683,93.0,Run,Run,,8011530814,2022-10-24T10:24:42Z,2022-10-24T06:24:42Z,(GMT-05:00) America/New_York,-14400.0,,,United States,0,7,0,1,0,False,False,False,False,everyone,False,,"[41.68735049664974, -73.89590157195926]","[41.687417635694146, -73.89581331051886]",3.252,5.5,84.4,257.0,459.0,253.0,890.6,True,True,147.5,160.0,False,True,64.0,43.0,8571631661,8571631661,447377596515123200.fit,False,0,0,False,24403919,1,a8011530814,g}l}Fr}_bMPhD@lAIVYTSf@GHmA\qC`AgAXg@Pa@RuAf@_@Re@`@GNKj@GDUAa@SIAyGhBOHW^SLW?c@YQ?{A`@}An@yAV}@TK@o@CUBYHs@\i@Fe@Jm@?kAD_@Ag@KGBEF_@vC@`AQhAInASlBETWl@ANSpCSnBWhB_@hDW`Ba@hEI`@s@lG}@~D@v@Mp@?j@AJ_@f@_@`Bs@nBs@dCe@z@YhAWh@g@x@m@|AO|@Qd@Ij@_@r@QrAKZa@r@M\Ar@UzAUz@i@~BY|@Il@u@jDi@fBKh@QtBU`B@d@Gr@GjBKv@o@dB_@zAm@nAEPEl@UbAC^Sd@o@fAc@pA_@p@Or@M`@Mz@Sf@_@rAi@zAALHLNJPFb@F~@Vv@VZP`BZb@TTHlALJ?JE|AfAf@f@h@\|@r@f@Zf@RPB^AbAIHCDEB}@Do@C}A?uBNgBDcA?[Gy@Ny@Pe@DOBu@P}AB}@RmBH[JkALi@PYROnC{A|@m@x@]l@]n@Wn@]nA{@hGgD~@m@p@]d@Yh@UvA{@v@]pAu@lBeAnBkAf@_@j@[V_@\{@jAiBp@oAj@{@tAeCbAmB~@uBd@w@l@q@lBiB`AgARW^q@r@cCFo@XcAp@iDv@aCdB_Iz@{Cx@mDToAT{@TmAbBoHv@{DTy@TiAd@aBR}@J]NWPUJG`@KfDO|AMfBGvAAV@l@HbABn@JjA^PJ?DE@SEq@QgAMgA[|BRp@PDD?DABM?i@OyAMe@?GAAGDEP?dBLl@LJDBFABYCiASkAIIC?GFILAz@Dh@Hh@LTJ@FEFG?_BScAGKEAEBEHAxAF|AXBB?DOBm@EWEeBQGCCGBIHAtALzAVNFDD?DEDG?_@Iw@Ku@Ey@KCE@MDCh@?l@H|AXHD?FCDG?gAS}@I_@AO[CAQ@q@Hs@By@FaA@{F\KBOHi@^QR_@nBUd@gAk@sB}@wAs@sAk@w@WkAs@KQ?UTy@@MEIIGk@QSSUu@Q_AgAoCS[_@UKIGOQu@QeAo@oBC[@QDQFKJErAc@z@_@`Cs@DG@[JUBq@KsCSiB,2
66,2,Morning Run,8445.8,2623,2711,108.0,Run,Run,,8008222811,2022-10-23T14:55:37Z,2022-10-23T10:55:37Z,(GMT-05:00) America/New_York,-14400.0,,,United States,0,4,0,1,0,False,False,False,False,everyone,False,,"[43.42114088125527, -73.71802316978574]","[43.420754307881, -73.71785838156939]",3.22,4.8,84.4,259.3,376.0,260.0,680.1,True,True,149.4,167.0,False,True,165.0,102.0,8567785802,8567785802,447358368751845377.fit,False,0,0,False,24403919,1,a8008222811,es_hGxj|`M?WFIJEv@Q~@KtCi@pC}@jFoAb@IfAIrE{@x@W`AUnFgBlA[t@WpCo@jBUz@QrD]jDa@nAKHAFG@GAU@KFE|C[nAGlASf@EtBc@dCu@t@[RMnAqAxBuDb@i@Pc@`@m@r@uAbBuCx@gAx@_BhB{BrAeAfAa@pBQ|@Jp@RbAHdA?f@D~@?fAKh@Ax@Ox@Cf@Eh@K|@_@d@Wf@KZMQLm@Vg@X{Al@UHe@DW@UEu@Ga@Bo@Ag@FyAGg@B[?MAkBe@]Cm@BuAR}Ab@{AbAm@`Aa@b@c@r@u@n@o@vAk@r@s@xA[b@e@`AaAzAo@n@U|@MRIFI?KCo@e@MC{BAkBW_A]e@_@s@e@sAsAu@c@mAg@]Sy@QOKWuA@}@Ac@SsAAaAUoGBwAC_@UeAU]_@a@Kg@@]Z}BH_BPaBCu@CQEKKGKAS?_@BIAIGUa@I@W^}@l@u@\e@XkAf@mC~AIBIAg@_Ao@aBaAsBsAqB}C{DaAgAyCgC{Aw@yBs@c@GU@GBITCdAa@fEE`ADnDFjBPzA?z@FZPh@B\G`B@~AChBWbCG~@Kn@s@|BcAdBoAvCwBfEiAdCkAtBk@r@i@hAOh@uApCe@d@eApBeAvAEJGl@I\cApBa@`AQjAa@nASpAAHBH?XSz@W`CUnAAZBLFHTPv@\XBj@ApB[,2
67,2,Morning Run,20306.6,5479,5679,138.0,Run,Run,,8002522060,2022-10-22T13:29:26Z,2022-10-22T09:29:26Z,(GMT-05:00) America/New_York,-14400.0,,,United States,6,6,0,2,0,False,False,False,False,everyone,False,,"[43.050857316702604, -73.80456481128931]","[43.057134272530675, -73.80100334063172]",3.706,5.7,86.2,293.3,439.0,293.0,1607.1,True,True,166.6,183.0,False,True,100.0,69.0,8561252622,8561252622,447334933531230209.fit,False,2,0,False,24403919,1,a8002522060,auweGb_naMeCBc@SGOOgETyES{CMUWGgFVQE]]YCyBLq@`@OaAOWcCJMG_@w@c@Ef@SRHRTLp@NNrAGt@S`@i@X{CTi@^Wb@B~@jAVJ~FAVQNk@PQv@GjA]nEQfEFrGw@zCeAnCyAP[Bc@SqC?u@h@{ChAqD|@}F\qALyD^qAKnDSnC}DtPAnCFjBAPO\yDrBwEtA_DZqFAuALmH|@GH?p@KN_DCKe@BmAIqCAaEG_@YEkARgAe@kAJ_AI_CFSMUq@UUkCMWSSc@@iFQoFWyEGkDIiA@eAMaA?q@QcC?sB]{HFwA`AM~P@|CPvIDxCJ|@PnCq@hAt@bDNhARPXJj@\Xb@dAn@x@TEHm@PYr@a@b@Rt@ApAVlCnA|@l@ZjATZFh@a@rBKdB@bC]~BM|Ci@tBcAhG_BlECzBNxDE\gHtCwB`@wEXmDEqFv@s@Da@X]~@BtEG^kAScEHq@m@eCTg@h@IAWcAOKaI~@OH?NT`Gj@vDRnEp@fATt@?~@[tA@Tx@Nn@kA`@ClDbCtAjAv@b@LLRx@RVp@\`AJfAd@rFvCbDvBfAVvAlApBh@xAFv@bAzBvBzAz@~AoBtBeBxAs@rCi@vAs@xA_C^mALy@HcC\{D|@_PLsDGmB]yC}@kCsAyBeBiBsEuCw@}@m@wASIuCjByExA_Fj@sDKoHn@_@^_@jAKnC@lGKfAJfFC~@FV~ALjBYtDCxAe@nAz@lABp@bAFn@kAv@MZ@`@PZpAh@v@hAZxBT~@pByAr@}AtAq@J[D_AP[jAFxBh@\`@F^UdFBdA[xBm@`@kHb@w@U_@k@McAY_AU}AGkByA}BkA]Y]Em@ReAzC_GZOvCW`Ac@FSw@}@yDuBK{@?}Au@mB_@a@a@OkA}AcA][k@cC}@qCNcATqAD[`@Un@@r@LVJ@`Bq@`AV`Dk@VJfA|@~AQVF\Z^t@RbAH`CG\q@b@gEjAkAl@o@j@e@IkBwB_B_AkGNgBRwACgAUkJZYKeAmAaBeC[u@oAeA]}@oBuC_@cAiAqA[m@cAoA]q@wB}BiA{B}CmDo@wAsAaB[_BD{BNmADsA\oAl@uFPmICaBDKbAg@Zc@h@Cu@Pe@h@e@XMf@PrEIhCc@dDKtBi@|AUtBCbBLdAd@~Ap@jAtCdEt@tAlGtIfDjFjCpD,2
68,2,Morning Run,14524.2,4231,5542,28.0,Run,Run,,7997055115,2022-10-21T12:17:44Z,2022-10-21T08:17:44Z,(GMT-05:00) America/New_York,-14400.0,,,United States,1,6,0,1,0,False,False,False,False,everyone,False,,"[43.323102705180645, -73.6623683385551]","[43.32279274240136, -73.66236666217446]",3.433,7.9,83.6,266.6,470.0,270.0,1127.8,True,True,151.7,194.0,False,True,119.0,104.0,8555080452,8555080452,447310436103127040.fit,False,0,0,False,24403919,1,a7997055115,gjlgGpmr`MBhARHJQWcA?KHKxEo@zCOlA]hAINIBOAMaBmECo@@WLYvAgAl@u@`By@R]DYKiAUe@YQaAGUQ{AgEES?MxAgBbEuFbAgArG}Ip@w@NJxCfHf@|@nBzEdAvB`@vAhAbCzChIz@jCv@nBHHgCsHo@{AuAsEgCsFw@uBcD{Go@{AqAcCSMUNeErF}BrCcAdAgBdCmCzC[f@@d@^~@z@rC\Vv@EXFT`@Jz@E`AQ`@aBn@aA~@u@f@QTIXAh@Dh@`BdDFXGXWNy@BsB^gBByBd@mANYKe@q@e@wAeAmBQOYBi@XEN?\Lt@LXRFPG@MCQYw@kDlCPnEFf@R^XL\ATORa@Da@QyEGc@OYOMc@E]PWl@Af@R|EFTPVf@NTERSJQFa@SyFK]OQe@MWHSRM\CVTvFXh@TLT?b@UN[BYS{FK[OQg@KUFSPM\CVTzFLZPPf@F`@WRq@U_GKYOQc@Ke@PKPKb@?`@?ORhFJ\NRTJT?`@SLUF[?_@SaFK[QSi@Ic@VMXEXT~FLZLNd@Jf@WRo@S_GK[MQk@Mc@RMTG\RzFHXRXf@J`@SLUH[?a@S{EI[OUg@MUDSNMXEXRzFVj@f@PXGNMLUF[S_GWk@i@QUFQNSl@A`@T`FFVRVf@JVKPONk@?_@UeFIWUUe@Ge@VQr@TxFVl@f@NRERONYD[S}FK[QSSIW?SHQPKVC\P`FDZVd@h@LVIRUNq@UwFM]MMUMS?e@VSn@?VTjFLZNPj@FTKNQJ]BYWuFKYQQg@Ic@TKTG^T~FHVRRd@JNEZ[No@W{FIUQUg@Ic@TMRG\@r@RnEXh@j@Jb@UN]BYU{FM]MOg@ISDQPMZEVT~FHVRRd@HXILOPm@UaGGUSUe@KWFONSn@T~FVj@h@NRGROLYD[U_GM]QOe@Gc@VMTE^PdFD\Xb@f@Lb@SLWF[?_@UcFIYQSg@IUFQNKZEXTxFHXRTVHXA^[J[B]SyEE]KYQOg@Gc@XMZCZVzFLZNNRFZAZWN_@BUScFGa@_@e@i@CULMTIZAZPxEH`@LTXPj@GNMN]Da@Cg@?`ASh@WNY@YKSWKc@QmE~AcBNN~AaCb@?RVp@vBj@|FRt@Dj@?z@NdADfANt@Mt@F`AXrAj@tAVBnOeAXBBNOPc@JyMhAu@G[Q]s@YoBe@kHM{DQqB,2
